STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CLIMATE_CHANGE_INDICATORS,Climate Change Indicators,GEO_PICT,Pacific Island Countries and territories,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,FJ,Fiji,2010,,0,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,FJ,Fiji,2011,,0.89,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,FJ,Fiji,2012,,1.4,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,FJ,Fiji,2013,,1.2,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,FJ,Fiji,2014,,1.4,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,FJ,Fiji,2015,,1.4,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,FJ,Fiji,2016,,1.4,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,FJ,Fiji,2017,,1.3,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,FJ,Fiji,2018,,1.3,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,FJ,Fiji,2019,,1.3,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,FJ,Fiji,2020,,0.4,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,SB,Solomon Islands,2007,,3.4,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,SB,Solomon Islands,2008,,3.2,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,SB,Solomon Islands,2009,,2.6,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,SB,Solomon Islands,2010,,3.4,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,SB,Solomon Islands,2011,,4.6,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,SB,Solomon Islands,2012,,4.8,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,SB,Solomon Islands,2013,,4.5,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,SB,Solomon Islands,2014,,5,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,SB,Solomon Islands,2015,,4.6,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,SB,Solomon Islands,2016,,5.3,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,SB,Solomon Islands,2017,,5.4,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,SB,Solomon Islands,2018,,6.2,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,SB,Solomon Islands,2019,,4.7,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,SB,Solomon Islands,2020,,3.8,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,WS,Samoa,2005,,0.23,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,WS,Samoa,2006,,0.15,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,WS,Samoa,2007,,0.17,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,WS,Samoa,2008,,0.16,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2000,,0.03,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2001,,0.03,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2002,,0.03,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2003,,0.02,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2004,,0.03,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2005,,0.02,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2006,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2007,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2008,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2009,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2010,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2011,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2012,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2013,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2014,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2015,,0.02,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2016,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2017,,0.02,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2018,,0.03,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2019,,0.04,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,PG,Papua New Guinea,2020,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,NR,Nauru,2010,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,NR,Nauru,2011,,0.01,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,NR,Nauru,2014,,0.58,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,NR,Nauru,2015,,1.6,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,NR,Nauru,2016,,0.97,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,NR,Nauru,2017,,0.38,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,NR,Nauru,2018,,2.3,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,NR,Nauru,2019,,1.1,,,,PERCENT,percent,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,ENV_TAXES,Environmental Taxes,NR,Nauru,2020,,0.15,,,,PERCENT,percent,,,,,N,National,,
